qid,doc_id,relevance,est_relevance
5438,3e19046c665867bbe557685da60738a40738010a,0,0.179418669906486
5438,7ef08f1fa127af817cdfd9d3bd00bdf60e32143b,0,0.145612387085301
5438,ec13c3e7119191802e6f5783d297fe7a5a05293e,0,0.210751284271747
5438,8fc928bb430d3f72ac876ca156042ad1860acacd,0,0.07959057001982
5438,b2fdee22aa02477292b858fbafcb418932732bce,1,0.260174898101654
5438,8466964cf0884351c3e1b8444b5d71e64eb69dd6,0,0.172206180346633
5438,5dec44c59ddf5b18b242fce52c00cf47c40e6e2e,0,0.1764006705607
5438,1f1946887c8be228864ee23374bc0b427abf0884,0,0.0991916748234443
5438,1f7190fc294246f83f1f331cc51e3264851d0d36,0,0.133113782138198
5438,33e77edcd42960bc1ed931ada45b9aa8d0e60e16,0,0.198373445052511
5438,325f4787a40c14518529a64332b801e6f53b22d7,0,0.126161964777383
5438,4f6577ead70ef97d620dec986cf054ae4a05035d,0,0.204425005956105
5438,3861839d05cb39ec928590b169f08a5c119fb56f,0,0.192086620654247
5438,955ef754cf9a7480383d46197232792afdf0b691,1,0.174708668098657
5438,93a96e0f68038fbbe70f80952632e8f0770af56e,0,0.117534747359075
5438,379f897fa771cc8fecddac7e982c6fb0a3fffb86,0,0.0804627479318897
5438,3d9c9982b639be42e97c1d0dc4b5ce74d163f064,0,0.193017259241641
5438,20cca03bbdbd83d321a3939694ae9b41f6b8e66d,0,0.0981670944369565
5438,10da56ca968d4e862d9071246790e930660438d4,0,0.0821348509130966
5438,11e4e71b13860045fa9abff5ea227463d0e7562b,0,0.0916182332495909
5438,04bc9c61c81c9125e39a6c52bee56f794e463a6f,0,0.195338603923111
5438,c50a7f1850d1770fe728b8e42200e463ca669896,0,0.157680833711497
5438,af9bbea473e72fcbef487f3205e3f252a5ac8a3a,0,0.126922220260334
5438,70f3a58b0fc6916c2e6616bfbae5758c00408894,0,0.217654953989537
5438,993db6e50adc33307896403c83ef10399883454f,0,0.222372204310835
5438,cffd51ac65dddbc4b49133e9a943cb6add05827e,0,0.16214237669681
5438,a9d11c8371a3608aab9996c742e7c12bd3562b25,0,0.183018884698082
5438,c4e85963c9461f7b1fb752acee5275a4545314b7,0,0.0661908728048149
5438,b6b9e1943c9e2e7ca09c28cdc50c25b3918f3735,0,0.187575922452769
5438,7964791a1dab49340b55672a6cc3c176f517831b,1,0.153678834521755
5438,e27d5122a0ee36d82d3d4b64647134d19e156189,0,0.112263510724234
23837,81c681cbed86579db06547578fce31d1d8c854b9,0,0.073428811359428
23837,74be5e9261ba8fb4c1c08c25c4aea69d69d6b7ed,0,0.1342686403389
23837,fb5184bc15b82bc60a7b29c5af9b82be3026d636,0,0.15792927785687
23837,e3c3934a8ca44ecc874752ed9fe49fc21f02a595,0,0.0875818056927865
23837,8cf92eb7ba51884bd9766a59acb1470a7e49f2ad,0,0.1551589047437
23837,99d70df3ca706aba7dd9ec79c2415c7225952a55,0,0.147138153495623
23837,6286041da5f1c5cb87211250d5c4f002f105c472,1,0.258217893859015
23837,4d92f9c9926cdd43558e734361c87349a31356f2,0,0.0915732277156686
23837,8b1053031bcd8798c2eb1f1536f1308221232088,0,0.0971092298051334
23837,c970c10f8d78f89a37bfeee2e2e6b08aad8fbfae,0,0.154471709384307
23837,a65bcf182e1ab60c019244aaf2c5aa2c96a660fb,0,0.260151054304631
23837,fffc42bfae388f857021fe3539ea4142ca74ac8b,0,0.0743554075425194
23837,994c02b2021d335cf102e1b87eee9c34b190cac6,0,0.152992507364171
23837,5b06a4e6e1a98859161b0b8ceeb9c2492941e67d,0,0.156556475266878
